lon,lat
74.462441,34.283188
74.462576,34.283197
74.462938,34.283230
74.463872,34.283280
74.464342,34.283363
74.465117,34.283498
74.466633,34.283748
74.466844,34.283834
74.466954,34.283949
74.467054,34.284098
74.467316,34.284412
74.467345,34.284490
74.467378,34.284577
74.467478,34.284642
74.468019,34.284855
74.468541,34.285065
74.468698,34.285186
74.468923,34.285316
74.469556,34.285652
74.469801,34.285726
74.469947,34.285801
74.470322,34.285995
74.470410,34.286114
74.470435,34.286265
74.470422,34.286540
74.470456,34.286657
74.470721,34.286952
74.471082,34.287056
74.471465,34.287251
74.471706,34.287339
74.471792,34.287417
74.472137,34.288093
74.472275,34.288241
74.472675,34.288560
74.472843,34.288691
74.473011,34.288817
74.473291,34.289000
74.473568,34.289249
74.473795,34.289513
74.473944,34.289726
74.474306,34.290368
74.474669,34.290916
74.475006,34.291662
74.475121,34.291836
74.475217,34.291942
74.475437,34.292370
74.475677,34.293110
74.476482,34.294687
74.477062,34.295987
74.477551,34.296872
74.478687,34.298856
74.478947,34.299375
74.479733,34.300837
74.480153,34.301577
74.480661,34.302415
74.480763,34.302840
74.480823,34.303317
74.480876,34.304154
74.480889,34.304361
74.480950,34.304767
74.481024,34.305385
74.481157,34.306235
74.481171,34.306323
74.481374,34.307221
74.481439,34.307509
74.481633,34.308367
74.482255,34.310222
74.482940,34.312049
74.483083,34.314169
74.483223,34.315009
74.483706,34.317043
74.483904,34.318001
74.483944,34.318196
74.483956,34.318275
74.483992,34.318515
74.484008,34.318626
74.484155,34.319999
74.484440,34.321232
74.484481,34.321410
74.484761,34.322077
74.485240,34.323851
74.485271,34.323984
74.485285,34.324309
74.485229,34.325590
74.485255,34.325837
74.485552,34.326716
74.486244,34.328369
74.487494,34.331387
74.487542,34.331567
74.487555,34.331907
74.487411,34.332550
74.486914,34.333496
74.486234,34.334414
74.486168,34.334607
74.486155,34.334743
74.486233,34.335129
74.486293,34.335481
74.486389,34.335831
74.486803,34.337054
74.486940,34.337498
74.487297,34.338350
74.487425,34.338655
74.487517,34.338957
74.487564,34.339105
74.487652,34.339435
74.487781,34.339653
74.487875,34.339761
74.487968,34.339827
74.488210,34.339944
74.488391,34.340040
74.488715,34.340246
74.489297,34.340685
74.489611,34.340926
74.490289,34.341373
74.490810,34.341720
74.491555,34.342225
74.492032,34.342518
74.492586,34.342843
74.493699,34.343424
74.494786,34.344075
74.495089,34.344264
74.495749,34.344698
74.496246,34.345126
74.496655,34.345409
74.497101,34.345774
74.497426,34.346097
74.497715,34.346379
74.498101,34.346940
74.498449,34.347608
74.498843,34.348403
74.499179,34.349164
74.499386,34.349527
74.499526,34.349792
74.499930,34.350378
74.500137,34.350672
74.500356,34.351172
74.500563,34.351564
74.500677,34.351760
74.501342,34.352771
74.501592,34.353117
74.501711,34.353311
74.501822,34.353517
74.501909,34.353748
74.501984,34.353985
74.502381,34.355316
74.502541,34.355803
74.502640,34.356040
74.502933,34.356574
74.503056,34.356774
74.503207,34.356959
74.503477,34.357195
74.503862,34.357578
74.504073,34.357766
74.504410,34.358010
74.504873,34.358354
74.505450,34.358871
74.505771,34.359231
74.505890,34.359365
74.506375,34.359965
74.507192,34.360892
74.507316,34.361091
74.507389,34.361307
74.507441,34.361582
74.507460,34.361848
74.507579,34.362198
74.507622,34.362270
74.508077,34.363046
74.508240,34.363475
74.508483,34.364031
74.508768,34.364831
74.509028,34.365755
74.509766,34.367820
74.509854,34.368196
74.509916,34.368380
74.510010,34.368575
74.510132,34.368755
74.510265,34.368915
74.510493,34.369122
74.510567,34.369175
74.510711,34.369262
74.510848,34.369330
74.511411,34.369569
74.511524,34.369582
74.511672,34.369627
74.511716,34.369664
74.511770,34.369711
74.511839,34.369837
74.511910,34.369892
74.511997,34.369944
74.512099,34.369980
74.513447,34.370409
74.513791,34.370496
74.514117,34.370546
74.514267,34.370555
74.514809,34.370554
74.515044,34.370526
74.515210,34.370490
74.515349,34.370432
74.515544,34.370261
74.515903,34.370018
74.516295,34.369554
74.516446,34.369403
74.516734,34.369277
74.516902,34.369236
74.517151,34.369160
74.517393,34.369066
74.517679,34.368916
74.517825,34.368894
74.517882,34.368952
74.517876,34.369012
74.517854,34.369038
74.517295,34.369274
74.516815,34.369495
74.516682,34.369581
74.516590,34.369658
74.516444,34.369846
74.516256,34.370230
74.516116,34.370422
74.515937,34.370637
74.515760,34.370910
74.515659,34.370978
74.515403,34.371079
74.515117,34.371212
74.514720,34.371493
74.514504,34.371573
74.514015,34.371647
74.513783,34.371655
74.513579,34.371622
74.513229,34.371516
74.512903,34.371437
74.512293,34.371313
74.512148,34.371299
74.512093,34.371310
74.512067,34.371341
74.512075,34.371381
74.512128,34.371419
74.512601,34.371494
74.512778,34.371552
74.512959,34.371660
74.513032,34.371741
74.513219,34.371986
74.513277,34.372050
74.513430,34.372150
74.513525,34.372186
74.513628,34.372186
74.513698,34.372186
74.513786,34.372154
74.514013,34.372015
74.514109,34.371986
74.514294,34.371987
74.514537,34.372093
74.514719,34.372197
74.515052,34.372422
74.515422,34.372701
74.515595,34.372843
74.515919,34.373029
74.516269,34.373205
74.517256,34.373848
74.517666,34.374071
74.517871,34.374162
74.518328,34.374322
74.518506,34.374412
74.518645,34.374496
74.518976,34.374738
74.519297,34.375017
74.519325,34.375066
74.519306,34.375157
74.519267,34.375196
74.518924,34.375483
74.518794,34.375615
74.518500,34.375881
74.518320,34.375991
74.517961,34.376022
74.517867,34.376053
74.517367,34.376269
74.517143,34.376447
74.516993,34.376553
74.516910,34.376599
74.516750,34.376672
74.516532,34.376761
74.516389,34.376869
74.516365,34.376946
74.516356,34.377119
74.516420,34.377539
74.516468,34.377787
74.516525,34.377931
74.516582,34.378045
74.516725,34.378290
74.516785,34.378436
74.516793,34.378506
74.516781,34.378575
74.516596,34.378907
74.516493,34.379121
74.516404,34.379275
74.516347,34.379352
74.516222,34.379485
74.515796,34.379693
74.515670,34.379779
74.515535,34.379885
74.515504,34.379960
74.515518,34.380203
74.515478,34.380372
74.515387,34.380580
74.515334,34.380814
74.515316,34.381049
74.515311,34.381552
74.515374,34.382502
74.515422,34.382866
74.515449,34.382988
74.515501,34.383088
74.515623,34.383259
74.515693,34.383327
74.516019,34.383516
74.516197,34.383607
74.516531,34.383739
74.516843,34.383842
74.517045,34.383848
74.518051,34.383766
74.518553,34.383711
74.518851,34.383679
74.518909,34.383682
74.518978,34.383687
74.519161,34.383724
74.519718,34.384025
74.519890,34.384127
74.519923,34.384146
74.520058,34.384235
74.520419,34.384495
74.520486,34.384554
74.520862,34.384886
74.520939,34.384952
74.521077,34.385092
74.521184,34.385241
74.521387,34.385540
74.521736,34.386214
74.521872,34.386597
74.522100,34.387027
74.522269,34.387380
74.522484,34.387687
74.522734,34.388005
74.522878,34.388159
74.523047,34.388323
74.523302,34.388597
74.523744,34.389099
74.524026,34.389393
74.524279,34.389700
74.524399,34.389928
74.524575,34.390317
74.524705,34.390579
74.524820,34.390843
74.524881,34.391101
74.524912,34.391360
74.524943,34.391475
74.525027,34.391587
74.525128,34.391670
74.525414,34.391848
74.525553,34.391929
74.526259,34.392286
74.526525,34.392440
74.526760,34.392614
74.526952,34.392823
74.527033,34.392935
74.527260,34.393287
74.527586,34.393703
74.527756,34.393890
74.528025,34.394149
74.528171,34.394338
74.528339,34.394596
74.528464,34.394790
74.528751,34.395207
74.528996,34.395615
74.529113,34.395816
74.529179,34.395956
74.529224,34.396121
74.529246,34.396253
74.529236,34.396693
74.529238,34.396898
74.529252,34.397122
74.529281,34.397327
74.529334,34.397537
74.529410,34.397747
74.529628,34.398161
74.529759,34.398376
74.529902,34.398588
74.530059,34.398789
74.530232,34.398966
74.530410,34.399131
74.530801,34.399462
74.531085,34.399685
74.531498,34.399976
74.532663,34.400698
74.532898,34.400854
74.533220,34.401102
74.533496,34.401345
74.533627,34.401495
74.533735,34.401645
74.533863,34.401857
74.533904,34.401939
74.533962,34.402135
74.533948,34.402513
74.533962,34.402709
74.534025,34.402981
74.534116,34.403120
74.534306,34.403395
74.534454,34.403563
74.534788,34.403875
74.534967,34.404081
74.535293,34.404569
74.535493,34.404806
74.535881,34.405207
74.536077,34.405382
74.536282,34.405524
74.536485,34.405645
74.536714,34.405702
74.536964,34.405736
74.537522,34.405784
74.537803,34.405841
74.537953,34.405900
74.538181,34.406075
74.538977,34.406800
74.539335,34.407149
74.539715,34.407576
74.539803,34.407768
74.539859,34.407953
74.539947,34.408324
74.539957,34.408483
74.539941,34.408556
74.539790,34.408893
74.539634,34.409304
74.539596,34.409509
74.539587,34.409557
74.539548,34.410120
74.539558,34.410361
74.539536,34.410551
74.539465,34.410784
74.539388,34.410961
74.539389,34.411115
74.539406,34.411345
74.539434,34.411457
74.539532,34.411634
74.539671,34.411755
74.540039,34.411943
74.540193,34.412045
74.540593,34.412448
74.540916,34.412723
74.541585,34.413385
74.541757,34.413564
74.542065,34.413941
74.542830,34.415017
74.543062,34.415312
74.543739,34.416215
74.543895,34.416407
74.544216,34.416785
74.544474,34.417068
74.544740,34.417340
74.545550,34.418132
74.545976,34.418526
74.546142,34.418680
74.546304,34.418805
74.546634,34.419019
74.546803,34.419129
74.546936,34.419237
74.547861,34.419882
74.548478,34.420274
74.549071,34.420692
74.549574,34.421026
74.549839,34.421182
74.549985,34.421230
74.550933,34.421464
74.551687,34.421669
74.553402,34.422152
74.554210,34.422368
74.555205,34.422652
74.556591,34.423003
74.557289,34.423197
74.557495,34.423239
74.557985,34.423257
74.558283,34.423319
74.558656,34.423433
74.558854,34.423461
74.559053,34.423463
74.559396,34.423428
74.559742,34.423381
74.559912,34.423348
74.560100,34.423301
74.560285,34.423270
74.560502,34.423254
74.560784,34.423245
74.561039,34.423272
74.561425,34.423347
74.561661,34.423453
74.561861,34.423579
74.562176,34.423711
74.563076,34.424272
74.563406,34.424431
74.563668,34.424548
74.564011,34.424722
74.564183,34.424825
74.564343,34.424937
74.564609,34.425137
74.565130,34.425510
74.565265,34.425634
74.565315,34.425723
74.565349,34.425818
74.565391,34.426071
74.565424,34.426190
74.565495,34.426275
74.565842,34.426594
74.565929,34.426685
74.565978,34.426775
74.566028,34.426925
74.566082,34.427023
74.566119,34.427237
74.566151,34.427340
74.566199,34.427405
74.566231,34.427427
74.566329,34.427494
74.566462,34.427560
74.566544,34.427602
74.566626,34.427615
74.566791,34.427626
74.566907,34.427614
74.566947,34.427610
74.567694,34.427462
74.569144,34.427228
74.569715,34.427118
74.569902,34.427093
74.570107,34.427077
74.570306,34.427075
74.570909,34.427090
74.571482,34.427118
74.571969,34.427136
74.572432,34.427142
74.573478,34.427183
74.573793,34.427184
74.574026,34.427171
74.574307,34.427131
74.575143,34.426903
74.575402,34.426823
74.575597,34.426778
74.575851,34.426734
74.577145,34.426589
74.578242,34.426441
74.580091,34.426197
74.580645,34.426141
74.580968,34.426129
74.581288,34.426156
74.581643,34.426219
74.581853,34.426270
74.582303,34.426378
74.582728,34.426466
74.582836,34.426484
74.582916,34.426497
74.583017,34.426493
74.583192,34.426472
74.583334,34.426447
74.583408,34.426417
74.583520,34.426345
74.583642,34.426247
74.583979,34.426033
74.584463,34.425685
74.585281,34.425143
74.585735,34.424864
74.586274,34.424555
74.586438,34.424439
74.586781,34.424229
74.586991,34.424059
74.587255,34.423859
74.587508,34.423723
74.587689,34.423626
74.587746,34.423572
74.587848,34.423439
74.588068,34.423042
74.588130,34.422963
74.588361,34.422779
74.588564,34.422633
74.588694,34.422559
74.588935,34.422475
74.589404,34.422326
74.589546,34.422263
74.589696,34.422181
74.589885,34.422059
74.589985,34.422004
74.590183,34.421867
74.590458,34.421739
74.590666,34.421668
74.590884,34.421574
74.591810,34.421044
74.591988,34.420892
74.592141,34.420697
74.592671,34.419977
74.592850,34.419713
74.593602,34.418809
74.593740,34.418583
74.593828,34.418438
74.593943,34.418248
74.594148,34.418064
74.594248,34.417994
74.594459,34.417900
74.594605,34.417827
74.594728,34.417819
74.594883,34.417845
74.595039,34.417905
74.595635,34.418195
74.595909,34.418320
74.596064,34.418394
74.596300,34.418487
74.596786,34.418633
74.597059,34.418684
74.597778,34.418784
74.598349,34.418853
74.598733,34.418892
74.599315,34.418962
74.600363,34.419056
74.600560,34.419071
74.601338,34.419167
74.602090,34.419236
74.602556,34.419290
74.602818,34.419303
74.603076,34.419291
74.603195,34.419278
74.603589,34.419207
74.603987,34.419158
74.604494,34.419090
74.604993,34.419042
74.605294,34.419036
74.605557,34.419070
74.605732,34.419138
74.605912,34.419256
74.606383,34.419758
74.606584,34.419921
74.606682,34.419985
74.606905,34.420081
74.607705,34.420240
74.608120,34.420339
74.608362,34.420412
74.608686,34.420507
74.608981,34.420633
74.609508,34.420934
74.609619,34.421006
74.610160,34.421349
74.610650,34.421561
74.612177,34.422220
74.612900,34.422537
74.613393,34.422762
74.613651,34.422883
74.613885,34.422986
74.614122,34.423093
74.615073,34.423547
74.615830,34.423861
74.616280,34.424012
74.616601,34.424102
74.616678,34.424123
74.616958,34.424172
74.617996,34.424287
74.619431,34.424413
74.620177,34.424515
74.620717,34.424632
74.620990,34.424713
74.621195,34.424793
74.621338,34.424902
74.621646,34.425206
74.621821,34.425364
74.622134,34.425627
74.622741,34.426086
74.622906,34.426195
74.623130,34.426400
74.623219,34.426468
74.623527,34.426698
74.623600,34.426737
74.623632,34.426746
74.623661,34.426741
74.623694,34.426736
74.623727,34.426714
74.623827,34.426620
74.623934,34.426543
74.624045,34.426493
74.624841,34.426310
74.625696,34.426164
74.625919,34.426125
74.626013,34.426105
74.626361,34.426031
74.627337,34.425862
74.627719,34.425801
74.628135,34.425754
74.628427,34.425738
74.628531,34.425732
74.628614,34.425709
74.629901,34.425245
74.630225,34.425074
74.630788,34.424789
74.631397,34.424496
74.631812,34.424300
74.632122,34.424154
74.632810,34.423794
74.633441,34.423513
74.633993,34.423338
74.634902,34.423061
74.635205,34.423055
74.635960,34.423075
74.636049,34.423058
74.636183,34.423165
74.636243,34.423221
74.636404,34.423356
74.636500,34.423423
74.636768,34.423596
74.636934,34.423688
74.637220,34.423859
74.637321,34.423890
74.637472,34.423908
74.637645,34.423936
74.638093,34.424042
74.638283,34.424116
74.638458,34.424223
74.638645,34.424346
74.638795,34.424466
74.638980,34.424604
74.639225,34.424726
74.639326,34.424785
74.639409,34.424823
74.639493,34.424815
74.639918,34.425573
74.640178,34.426700
74.640169,34.427010
74.640100,34.427253
74.639914,34.427555
74.639777,34.427890
74.639727,34.427988
74.639470,34.428492
74.639438,34.428678
74.639448,34.428856
74.639727,34.429936
74.639992,34.430810
74.640011,34.431005
74.640007,34.431186
74.639911,34.431739
74.639899,34.431911
74.639933,34.432085
74.640072,34.432443
74.640441,34.432849
74.640529,34.432987
74.640575,34.433125
74.640676,34.433741
74.640711,34.433820
74.640779,34.433875
74.641641,34.434227
74.641732,34.434284
74.641822,34.434357
74.641950,34.434520
74.642545,34.435804
74.642655,34.435999
74.642795,34.436172
74.643213,34.436505
74.644340,34.437291
74.644401,34.437348
74.644451,34.437421
74.644517,34.437582
74.644929,34.439093
74.645014,34.439273
74.645120,34.439421
74.645292,34.439694
74.645436,34.439961
74.645907,34.441423
74.646349,34.442819
74.646667,34.443409
74.647106,34.444036
74.647612,34.443972
74.648007,34.444017
74.648229,34.444042
74.648487,34.444162
74.648873,34.444365
74.649275,34.444379
74.649849,34.444401
74.650284,34.444569
74.650616,34.444679
74.651056,34.444622
74.651244,34.444706
74.651539,34.444856
74.651861,34.444896
74.652043,34.445016
74.652311,34.445140
74.652963,34.445239
74.654288,34.445460
74.655490,34.445615
74.656274,34.445676
74.656591,34.445643
74.657465,34.445253
74.657739,34.445200
74.657890,34.445198
74.658011,34.445138
74.658400,34.446095
74.658768,34.446464
74.659154,34.446708
74.659559,34.446810
74.660321,34.446823
74.661273,34.446701
74.661646,34.446756
74.661761,34.446843
74.662464,34.447323
74.662869,34.448309
74.663263,34.448789
74.663378,34.449013
74.663322,34.449346
74.663451,34.449818
74.663475,34.450094
74.663655,34.450353
74.663797,34.450466
74.663837,34.450632
74.664117,34.450995
74.664705,34.451312
74.664871,34.451358
74.665209,34.451544
74.665689,34.452070
74.666804,34.453584
74.667243,34.453973
74.667710,34.454527
74.667834,34.454761
74.668070,34.454916
74.668477,34.455079
74.668708,34.455278
74.669083,34.455685
74.669480,34.456092
74.669926,34.456504
74.670038,34.456698
74.670317,34.456756
74.670548,34.456822
74.670559,34.456911
74.670435,34.457021
74.670441,34.457180
74.670703,34.457534
74.670918,34.457685
74.671133,34.457782
74.671326,34.458003
74.671900,34.458507
74.672087,34.458861
74.672055,34.459392
74.672334,34.459768
74.672645,34.460011
74.673048,34.460201
74.673670,34.460768
74.674754,34.461024
74.675000,34.461086
74.675027,34.461205
74.674931,34.461590
74.675054,34.462037
74.675397,34.462307
74.675655,34.462413
74.677398,34.464014
74.678439,34.464598
74.679051,34.464881
74.679911,34.465418
74.680164,34.465878
